Time (s),Actual Temperature (C),Target Temperature (C)
0.13374980003573,31.900000000000002,250.0
0.43659580004168674,31.900000000000002,250.0
0.7572239000000991,31.900000000000002,250.0
1.060632600041572,31.900000000000002,250.0
1.3820968000218272,31.900000000000002,250.0
1.6853028000332415,31.900000000000002,250.0
2.004969000001438,31.900000000000002,250.0
2.325944000040181,31.900000000000002,250.0
2.6258241000468843,31.900000000000002,250.0
2.946137400052976,31.900000000000002,250.0
3.249393400037661,31.900000000000002,250.0
3.57131389999995,31.900000000000002,250.0
3.890272900054697,31.900000000000002,250.0
4.19358420005301,32.0,250.0
4.496215000050142,32.0,250.0
4.816815900034271,32.0,250.0
5.137324600014836,35.0,250.0
5.440892800048459,35.0,250.0
5.746518400032073,35.0,250.0
6.06710030004615,40.2,250.0
6.369565400003921,40.2,250.0
6.705617600004189,43.300000000000004,250.0
7.007678600028157,43.300000000000004,250.0
7.312604200036731,43.300000000000004,250.0
7.632662700023502,46.400000000000006,250.0
7.936671500036027,46.400000000000006,250.0
8.254135399998631,46.400000000000006,250.0
8.560066400037613,48.800000000000004,250.0
8.880593900044914,48.800000000000004,250.0
9.200109800032806,48.800000000000004,250.0
9.50163260003319,51.0,250.0
9.822521599999163,51.0,250.0
10.12855020002462,51.0,250.0
10.432125999999698,53.2,250.0
10.766993800003547,53.2,250.0
11.068836100050248,53.2,250.0
11.375714800029527,54.7,250.0
11.693713100044988,54.7,250.0
11.995892300037667,57.900000000000006,250.0
12.316854600037914,57.900000000000006,250.0
12.637030300043989,57.900000000000006,250.0
12.958215100050438,60.7,250.0
13.259007000015117,60.7,250.0
13.56488870002795,60.7,250.0
13.885965200024657,63.400000000000006,250.0
14.187175200029742,63.400000000000006,250.0
14.508273200015537,63.400000000000006,250.0
14.809639500046615,65.8,250.0
15.130578500044066,65.8,250.0
15.436373100033961,65.8,250.0
15.756436900002882,68.0,250.0
16.07233220001217,68.0,250.0
16.378084500029217,70.2,250.0
16.69923090003431,70.2,250.0
17.000434900051914,70.2,250.0
17.320905500033405,72.0,250.0
17.626774900010787,72.0,250.0
17.943343700026162,72.0,250.0
18.249184900021646,74.10000000000001,250.0
18.56898410001304,74.10000000000001,250.0
18.88930690003326,74.10000000000001,250.0
19.19046110002091,76.10000000000001,250.0
19.511557600053493,76.10000000000001,250.0
19.817169600049965,76.10000000000001,250.0
20.137777100026142,78.0,250.0
20.438993600022513,78.0,250.0
20.760059500054922,79.9,250.0
21.061258400033694,79.9,250.0
21.367046900035348,79.9,250.0
21.688439700054005,81.80000000000001,250.0
22.00436390005052,81.80000000000001,250.0
22.326600600034,81.80000000000001,250.0
22.632191300042905,83.4,250.0
22.948267800034955,83.4,250.0
23.254077600024175,83.4,250.0
23.555351400049403,85.10000000000001,250.0
23.876421500055585,85.10000000000001,250.0
24.182225700002164,85.10000000000001,250.0
24.498761200055014,86.80000000000001,250.0
24.82294180005556,86.80000000000001,250.0
25.139257700007875,86.80000000000001,250.0
25.445294900040608,88.5,250.0
25.746584100008477,88.5,250.0
26.06773950002389,90.2,250.0
26.373311800009105,90.2,250.0
26.689854100055527,90.2,250.0
26.995684600027744,91.80000000000001,250.0
27.31631500000367,91.80000000000001,250.0
27.63608500000555,91.80000000000001,250.0
27.93880560004618,93.2,250.0
28.258265100012068,93.2,250.0
28.564103900047485,93.2,250.0
28.8808079000446,94.80000000000001,250.0
29.186497100046836,94.80000000000001,250.0
29.507113400031812,94.80000000000001,250.0
29.80848290002905,96.30000000000001,250.0
30.129481600015424,96.30000000000001,250.0
30.430686000036076,97.9,250.0
30.769793200015556,97.9,250.0
31.070814400038216,97.9,250.0
31.376683000009507,99.4,250.0
31.69785120000597,99.4,250.0
31.998798500047997,99.4,250.0
32.31941000005463,100.9,250.0
32.62519890000112,100.9,250.0
32.94168610003544,100.9,250.0
33.247448300011456,102.2,250.0
33.582388400041964,102.2,250.0
33.88809100002982,102.2,250.0
34.18914200004656,103.7,250.0
34.51019570004428,103.7,250.0
34.81564320001053,103.7,250.0
35.132094500004314,105.10000000000001,250.0
35.43783880001865,105.10000000000001,250.0
35.75906640000176,106.60000000000001,250.0
36.06024310004432,106.60000000000001,250.0
36.38119510002434,106.60000000000001,250.0
36.70121670002118,108.0,250.0
37.00670090003405,108.0,250.0
37.323360300040804,108.0,250.0
37.629198600014206,109.2,250.0
37.945705500023905,109.2,250.0
38.251405200047884,109.2,250.0
38.57249440002488,110.60000000000001,250.0
38.87381070002448,110.60000000000001,250.0
39.19346930005122,110.60000000000001,250.0
39.51454650005326,111.9,250.0
39.82011920004152,111.9,250.0
40.14112790004583,113.2,250.0
40.44183750002412,113.2,250.0
40.76293590001296,113.2,250.0
41.06413380004233,114.5,250.0
41.38515070005087,114.5,250.0
41.691141000017524,114.5,250.0
41.99258220003685,115.80000000000001,250.0
42.31360570003744,115.80000000000001,250.0
42.63361820002319,115.80000000000001,250.0
42.95437630004017,116.9,250.0
43.25556930003222,116.9,250.0
43.576510600047186,116.9,250.0
43.881197300041094,118.2,250.0
44.200958400033414,118.2,250.0
44.50123260001419,119.4,250.0
44.8225518000545,119.4,250.0
45.14392530004261,119.4,250.0
45.44573440001113,120.60000000000001,250.0
45.76514890004182,120.60000000000001,250.0
46.068421000032686,120.60000000000001,250.0
46.37318470003083,121.9,250.0
46.693787100026384,121.9,250.0
47.01455820002593,121.9,250.0
47.317193700000644,123.10000000000001,250.0
47.63811050000368,123.10000000000001,250.0
47.94266640004935,123.10000000000001,250.0
48.246066500025336,124.2,250.0
48.5627634000266,124.2,250.0
48.88438770000357,124.2,250.0
49.18990340002347,125.4,250.0
49.4922364000231,125.4,250.0
49.82947290001903,126.60000000000001,250.0
50.13209780002944,126.60000000000001,250.0
50.43555190000916,126.60000000000001,250.0
50.754347300040536,127.7,250.0
51.07527760002995,127.7,250.0
51.39464360004058,127.7,250.0
51.7031703000539,128.9,250.0
52.00217390002217,128.9,250.0
52.30767020001076,128.9,250.0
52.64266500005033,130.0,250.0
52.94375790003687,130.0,250.0
53.24719200003892,130.0,250.0
53.56815250002546,131.0,250.0
53.87524470000062,131.0,250.0
54.1929224000196,132.1,250.0
54.513365300023,132.1,250.0
54.81682730000466,132.1,250.0
55.13538150000386,133.20000000000002,250.0
55.44047140004113,133.20000000000002,250.0
55.74461140000494,133.20000000000002,250.0
56.079460600041784,134.3,250.0
56.38551760005066,134.3,250.0
56.70112650003284,134.3,250.0
57.00834990001749,135.3,250.0
57.310259100049734,135.3,250.0
57.632099500042386,135.3,250.0
57.93496949999826,136.3,250.0
58.27014760003658,136.3,250.0
58.57571140001528,137.3,250.0
58.87789000000339,137.3,250.0
59.19567520002602,137.3,250.0
59.50244390004082,138.3,250.0
59.80726380000124,138.3,250.0
60.14248140004929,138.3,250.0
60.44495850004023,139.3,250.0
60.74928380001802,139.3,250.0
61.06984640000155,139.3,250.0
61.3740435000509,140.3,250.0
61.69424900005106,140.3,250.0
62.00996630004374,140.3,250.0
62.31712400005199,141.3,250.0
62.63329790002899,141.3,250.0
62.940879500005394,141.3,250.0
63.243228400009684,142.1,250.0
63.579270700050984,142.1,250.0
