Time (s),Actual Temperature (C),Target Temperature (C)
0.12490349996369332,148.9,250.0
0.4267372999456711,148.9,250.0
0.7313702999963425,148.9,250.0
1.067861899966374,151.6,250.0
1.3709238999872468,151.6,250.0
1.6728333999635652,151.6,250.0
1.9949874999583699,153.60000000000002,250.0
2.298410599993076,153.60000000000002,250.0
2.6190629999618977,153.60000000000002,250.0
2.9372302999836393,155.5,250.0
3.2402226999984123,155.5,250.0
3.5467112999758683,155.5,250.0
3.8791109999874607,157.20000000000002,250.0
4.184825299947988,157.20000000000002,250.0
4.5059911999851465,157.20000000000002,250.0
4.807556699961424,158.70000000000002,250.0
5.113059499999508,158.70000000000002,250.0
5.430593999975827,160.20000000000002,250.0
5.75176559999818,160.20000000000002,250.0
6.053520499961451,160.20000000000002,250.0
6.374992800003383,161.60000000000002,250.0
6.679214899952058,161.60000000000002,250.0
7.000669199973345,161.60000000000002,250.0
7.3002464000019245,162.8,250.0
7.621168299985584,162.8,250.0
7.926950599998236,162.8,250.0
8.227864099957515,164.10000000000002,250.0
8.548877399996854,164.10000000000002,250.0
8.853928999975324,164.10000000000002,250.0
9.188843799987808,165.3,250.0
9.495078499952797,165.3,250.0
9.814633799949661,166.5,250.0
10.115699999965727,166.5,250.0
10.434689299960155,166.5,250.0
10.740442899987102,167.70000000000002,250.0
11.061377899954095,167.70000000000002,250.0
11.363077599962708,167.70000000000002,250.0
11.681809699977748,168.9,250.0
11.988014799950179,168.9,250.0
12.307821900001727,168.9,250.0
12.612471499945968,169.9,250.0
12.931692099955399,169.9,250.0
13.233003399975132,169.9,250.0
13.553655399999116,171.0,250.0
13.85993179999059,171.0,250.0
14.193465199961793,172.0,250.0
14.49935929995263,172.0,250.0
14.818824999965727,172.0,250.0
15.12054099998204,173.10000000000002,250.0
15.439404999953695,173.10000000000002,250.0
15.745593599975109,173.10000000000002,250.0
16.064974599983543,174.10000000000002,250.0
16.370415499957744,174.10000000000002,250.0
16.671997500001453,174.10000000000002,250.0
16.992023399972823,175.10000000000002,250.0
17.29585739999311,175.10000000000002,250.0
17.617164800001774,175.10000000000002,250.0
17.921079899999313,176.0,250.0
18.237320099957287,176.0,250.0
18.542548299999908,176.0,250.0
18.86397449998185,177.0,250.0
19.16804379998939,177.0,250.0
19.484125999966636,177.9,250.0
19.80365149996942,177.9,250.0
20.124963799957186,177.9,250.0
20.42873879999388,178.9,250.0
20.750259299995378,178.9,250.0
21.0543495999882,178.9,250.0
21.37116809998406,179.8,250.0
21.676324699947145,179.8,250.0
21.997512899979483,179.8,250.0
22.302047799981665,180.8,250.0
22.617892999958713,180.8,250.0
22.923237499955576,180.8,250.0
23.243143899948336,181.60000000000002,250.0
23.563742199970875,181.60000000000002,250.0
23.868876199994702,181.60000000000002,250.0
24.184949299960863,182.5,250.0
24.491192299989052,182.5,250.0
24.811241199960932,183.4,250.0
25.116014599974733,183.4,250.0
25.43549849995179,183.4,250.0
25.736968399956822,184.3,250.0
26.05731109995395,184.3,250.0
26.363424999988638,184.3,250.0
26.682862099958584,185.10000000000002,250.0
26.98351339995861,185.10000000000002,250.0
27.30427789996611,185.10000000000002,250.0
27.60933779994957,186.0,250.0
27.930306800000835,186.0,250.0
28.25024399999529,186.0,250.0
28.56982519995654,186.8,250.0
28.87155439995695,186.8,250.0
29.175642999995034,187.70000000000002,250.0
29.497034599946346,187.70000000000002,250.0
29.80108849995304,187.70000000000002,250.0
30.1172751999693,188.70000000000002,250.0
30.42305939999642,188.70000000000002,250.0
30.744416099973023,188.70000000000002,250.0
31.048001099959947,189.60000000000002,250.0
31.364227499987464,189.60000000000002,250.0
31.670015899988357,189.60000000000002,250.0
32.0052704999689,190.4,250.0
32.2955422999803,190.4,250.0
32.63049399998272,190.4,250.0
32.93498809996527,191.3,250.0
33.251340099959634,191.3,250.0
33.5551901999861,192.10000000000002,250.0
33.87668319995282,192.10000000000002,250.0
34.181098599976394,192.10000000000002,250.0
34.49788819998503,192.9,250.0
34.80203919997439,192.9,250.0
35.12364740000339,192.9,250.0
35.427816699957475,193.8,250.0
35.72932409995701,193.8,250.0
36.053074900002684,193.8,250.0
36.35479650000343,194.60000000000002,250.0
36.673821399977896,194.60000000000002,250.0
36.99306239996804,194.60000000000002,250.0
37.31404259998817,195.4,250.0
37.61937819997547,195.4,250.0
37.9354808999924,195.4,250.0
38.24186709994683,196.10000000000002,250.0
38.56053009995958,196.10000000000002,250.0
38.86644229997182,196.8,250.0
39.18254179996438,196.8,250.0
39.48865979997208,196.8,250.0
39.807763599965256,197.5,250.0
40.11400609998964,197.5,250.0
40.433123699971475,197.5,250.0
40.734386099968106,198.20000000000002,250.0
41.055248599965125,198.20000000000002,250.0
41.360844899958465,198.20000000000002,250.0
41.681007499981206,199.0,250.0
42.00037759996485,199.0,250.0
42.30086209997535,199.0,250.0
42.62116659997264,199.70000000000002,250.0
42.92677520000143,199.70000000000002,250.0
43.24743819999276,200.4,250.0
43.547920599987265,200.4,250.0
43.869235899997875,200.4,250.0
